db_name,condition,current_na,trial_number,parameter_space,profile_parameter,parameter,base_value,multiplier,fixed_value,profile_loss,loss,delta_profile_loss,delta_loss,nuisance_refit_method,nuisance_scale,nuisance_offset_mV,claim_guardrail,profile_classification,profile_class
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,0.25,1.922173722666703e-06,0.2025477218035913,0.2025477218035913,0.2025477218035913,0.2025477218035913,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9212333116729082,2.4634348171179848e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,0.4,3.0754779562667253e-06,0.1157989270007842,0.1157989270007842,0.1157989270007842,0.1157989270007842,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9382006470496131,-1.108838237158808e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,0.63,4.843877781120092e-06,0.037027774328458954,0.037027774328458954,0.037027774328458954,0.037027774328458954,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9628250599887719,1.2679960210676183e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,1.0,7.688694890666813e-06,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,1.6,1.2301911825066901e-05,0.04699541652994637,0.04699541652994637,0.04699541652994637,0.04699541652994637,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0568977793359318,-6.3312030216666496e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,2.5,1.9221737226667034e-05,0.1513094153303488,0.1513094153303488,0.1513094153303488,0.1513094153303488,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.1395042339389325,-4.3300279445779315e-16,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,4.0,3.075477956266725e-05,0.22128092439499922,0.22128092439499922,0.22128092439499922,0.22128092439499922,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.2734933479242767,-1.012290316772949e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_t_eff,gamma_t_eff,8.311215695332037e-06,0.25,2.0778039238330092e-06,0.1881881060555281,0.1881881060555281,0.1881881060555281,0.1881881060555281,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.8615209894566239,-1.4678758160937224e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_t_eff,gamma_t_eff,8.311215695332037e-06,0.4,3.324486278132815e-06,0.11015939651012455,0.11015939651012455,0.11015939651012455,0.11015939651012455,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.8896553022636952,-1.9977008148021071e-16,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_t_eff,gamma_t_eff,8.311215695332037e-06,0.63,5.2360658880591835e-06,0.03667943313707646,0.03667943313707646,0.03667943313707646,0.03667943313707646,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9323349385648138,3.1606644012681404e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_t_eff,gamma_t_eff,8.311215695332037e-06,1.0,8.311215695332037e-06,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_t_eff,gamma_t_eff,8.311215695332037e-06,1.6,1.329794511253126e-05,0.058357915849304005,0.058357915849304005,0.058357915849304005,0.058357915849304005,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.1075817728050337,4.476312672435294e-16,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_t_eff,gamma_t_eff,8.311215695332037e-06,2.5,2.077803923833009e-05,0.24809985217002115,0.24809985217002115,0.24809985217002115,0.24809985217002115,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.2646731722021884,-1.0473986514587157e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_t_eff,gamma_t_eff,8.311215695332037e-06,4.0,3.324486278132815e-05,0.60495774551363,0.60495774551363,0.60495774551363,0.60495774551363,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.5149869497319286,-1.0743150413844705e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_s_eff,gamma_s_eff,6.86542049542796e-05,0.25,1.71635512385699e-05,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_s_eff,gamma_s_eff,6.86542049542796e-05,0.4,2.7461681981711843e-05,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_s_eff,gamma_s_eff,6.86542049542796e-05,0.63,4.325214912119615e-05,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_s_eff,gamma_s_eff,6.86542049542796e-05,1.0,6.86542049542796e-05,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_s_eff,gamma_s_eff,6.86542049542796e-05,1.6,0.00010984672792684737,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_s_eff,gamma_s_eff,6.86542049542796e-05,2.5,0.000171635512385699,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,effective,gamma_s_eff,gamma_s_eff,6.86542049542796e-05,4.0,0.0002746168198171184,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,effective,volume_ratio_wa_wo,volume_ratio_wa_wo,1.5270157179498545,0.25,0.3817539294874636,0.027411550518106696,0.027411550518106696,0.027411550518106696,0.027411550518106696,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.8816649618576187,-2.7984268439113457e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,volume_ratio_wa_wo,volume_ratio_wa_wo,1.5270157179498545,0.4,0.6108062871799418,0.017069035998830646,0.017069035998830646,0.017069035998830646,0.017069035998830646,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9056258311867381,1.3856089422649379e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,volume_ratio_wa_wo,volume_ratio_wa_wo,1.5270157179498545,0.63,0.9620199023084083,0.006242784338818299,0.006242784338818299,0.006242784338818299,0.006242784338818299,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9420609935012183,1.5732922481059345e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,volume_ratio_wa_wo,volume_ratio_wa_wo,1.5270157179498545,1.0,1.5270157179498545,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,volume_ratio_wa_wo,volume_ratio_wa_wo,1.5270157179498545,1.6,2.443225148719767,0.014349428765128628,0.014349428765128628,0.014349428765128628,0.014349428765128628,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0924479728953493,-4.846778745734065e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,volume_ratio_wa_wo,volume_ratio_wa_wo,1.5270157179498545,2.5,3.8175392948746363,0.08146742935494969,0.08146742935494969,0.08146742935494969,0.08146742935494969,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.2280539048530494,-1.0875538092555618e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,effective,volume_ratio_wa_wo,volume_ratio_wa_wo,1.5270157179498545,4.0,6.108062871799418,0.28792027588238467,0.28792027588238467,0.28792027588238467,0.28792027588238467,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.446170130353805,3.2797035985620692e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,d,d,0.02263181880995338,0.25,0.005657954702488345,0.2025477218035913,0.2025477218035913,0.2025477218035913,0.2025477218035913,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9212333116729082,2.4634348171179848e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,d,d,0.02263181880995338,0.4,0.009052727523981353,0.1157989270007842,0.1157989270007842,0.1157989270007842,0.1157989270007842,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9382006470496131,-1.108838237158808e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,d,d,0.02263181880995338,0.63,0.01425804585027063,0.037027774328458954,0.037027774328458954,0.037027774328458954,0.037027774328458954,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9628250599887719,1.2679960210676183e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,d,d,0.02263181880995338,1.0,0.02263181880995338,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,d,d,0.02263181880995338,1.6,0.03621091009592541,0.04699541652994637,0.04699541652994637,0.04699541652994637,0.04699541652994637,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0568977793359318,-6.3312030216666496e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,d,d,0.02263181880995338,2.5,0.05657954702488345,0.15130936632018574,0.15130936632018574,0.15130936632018574,0.15130936632018574,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.1395042498969234,2.3756639804035674e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,d,d,0.02263181880995338,4.0,0.09052727523981352,0.22128092439499922,0.22128092439499922,0.22128092439499922,0.22128092439499922,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.2734933479242767,-1.012290316772949e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,pk,pk,0.0003397294294034095,0.25,8.493235735085238e-05,0.2025477218035913,0.2025477218035913,0.2025477218035913,0.2025477218035913,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9212333116729082,2.4634348171179848e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,pk,pk,0.0003397294294034095,0.4,0.00013589177176136382,0.1157989270007842,0.1157989270007842,0.1157989270007842,0.1157989270007842,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9382006470496131,-1.108838237158808e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,pk,pk,0.0003397294294034095,0.63,0.000214029540524148,0.037027774328458954,0.037027774328458954,0.037027774328458954,0.037027774328458954,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9628250599887719,1.2679960210676183e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,pk,pk,0.0003397294294034095,1.0,0.0003397294294034095,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,pk,pk,0.0003397294294034095,1.6,0.0005435670870454553,0.04699541652994637,0.04699541652994637,0.04699541652994637,0.04699541652994637,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0568977793359318,-6.3312030216666496e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
